isbn,id,authors,timestamp,publisher,title,cover,series,tags,languages
"","127","Джим Томпсон","2014-09-15T16:47:16+03:00","У-Фактория","Кидалы","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhim Tompson\Kidaly (127)\cover.jpg","Нуар","thriller","rus"
"978-5-17-060796-9","128","Дэн Кавана","2014-09-15T16:47:23+03:00","АСТ, У-Фактория","Добей лежачего","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Kavana\Dobiei liezhachiegho (128)\cover.jpg","Даффи","det_hard","rus"
"","129","Дэн Кавана","2014-09-15T16:47:23+03:00","","К чертям собачьим","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Kavana\K chiertiam sobach'im (129)\cover.jpg","Даффи","det_hard","rus"
"5-9709-0102-4","130","Дэн Кавана","2014-09-15T16:47:24+03:00","У-Фактория","Даффи влип","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Kavana\Daffi vlip (130)\cover.jpg","Даффи","det_hard","rus"
"","131","Дэн Кавана","2014-09-15T16:47:24+03:00","","Насчет папайи","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Kavana\Naschiet papaii (131)\cover.jpg","Даффи","det_hard","rus"
"5-94799-378-3","132","Лоуренс Блок","2014-09-15T16:47:31+03:00","У-Фактория","После первой смерти","T:\ports\PortableApps\Calibre Portable\Calibre Library\Louriens Blok\Poslie piervoi smierti (132)\cover.jpg","Нуар","detective","rus"
"","133","Лоуренс Блок","2014-09-15T16:47:31+03:00","У-Фактория","Когда закроется священный наш кабак","T:\ports\PortableApps\Calibre Portable\Calibre Library\Louriens Blok\Koghda zakroietsia sviashchiennyi n (133)\cover.jpg","Мэттью Скаддер","det_hard","rus"
"5-9757-0088-4","134","Дэвид Пис","2014-09-15T16:47:37+03:00","У-Фактория","1977. Кошмар Чапелтауна","T:\ports\PortableApps\Calibre Portable\Calibre Library\Devid Pis\1977. Koshmar Chapieltauna (134)\cover.jpg","","thriller","rus"
"5-9709-0200-4","135","Дэвид Пис","2014-09-15T16:47:38+03:00","У-Фактория","1974: Сезон в аду","T:\ports\PortableApps\Calibre Portable\Calibre Library\Devid Pis\1974_ Siezon v adu (135)\cover.jpg","Йоркширский квартет","det_hard, thriller","rus"
"5050023033","136","Сато Тадао","2014-10-13T13:02:43+03:00","Радуга","Кино Японии","","","sci_culture","rus"
"","137","Карл Густав Юнг","2014-10-17T17:50:14+03:00","","Психологические типы","T:\ports\PortableApps\Calibre Portable\Calibre Library\Karl Gustav Iungh\Psikhologhichieskiie tipy (137)\cover.jpg","","sci_psychology","rus"
"","138","Александр Мень","2014-10-17T17:50:16+03:00","","Отец Александр Мень отвечает на вопросы слушателей","T:\ports\PortableApps\Calibre Portable\Calibre Library\Alieksandr Mien'\Otiets Alieksandr Mien' otviechaiet (138)\cover.jpg","","religion","rus"
"","139","Эрих Фромм","2014-10-20T21:37:34+03:00","","Бегство от свободы","","","sci_philosophy","rus"
"","140","Арнольд Дж. Тойнби","2014-10-20T21:37:34+03:00","М.: ACT: Астрель; Владимир: ВКТ, 2011. - 318, [2] с.","Цивилизация перед судом истории. Мир и Запад","T:\ports\PortableApps\Calibre Portable\Calibre Library\Arnol'd Dzh. Toinbi\Tsivilizatsiia pieried sudom istori (140)\cover.jpg","Историческая библиотека","sci_history, sci_culture","rus"
"5-04-008694-6","141","Виктор Гюго","2014-11-01T18:12:09+03:00","Эксмо-Пресс","Человек, который смеется","T:\ports\PortableApps\Calibre Portable\Calibre Library\Viktor Giugho\Chieloviek, kotoryi smieietsia (141)\cover.jpg","Зарубежная классика","prose_classic","rus"
"","142","Лев Николаевич Толстой","2014-11-29T15:12:35+03:00","","Анна Каренина","T:\ports\PortableApps\Calibre Portable\Calibre Library\Liev Nikolaievich Tolstoi\Anna Karienina (142)\cover.jpg","","prose_classic","rus"
"","143","Джеймс Кэмерон","2014-12-06T02:15:36+03:00","","Сценарий фильма АВАТАР","","","sf_space","rus"
"","144","Айн Рэнд","2014-12-28T17:32:59+03:00","«Альпина Паблишерз»","Атлант расправил плечи","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ain Rend\Atlant raspravil pliechi (144)\cover.jpg","","antique","rus"
"5-17-033253-X","145","Лев Николаевич Толстой","2015-01-31T19:56:44+03:00","АСТ, АСТ Москва, Транзиткнига","Воскресение","T:\ports\PortableApps\Calibre Portable\Calibre Library\Liev Nikolaievich Tolstoi\Voskriesieniie (145)\cover.jpg","","prose_rus_classic","rus"
"5-9697-0498-9","146","Венедикт Ерофеев","2015-01-31T19:56:45+03:00","Вагриус","Москва - Петушки","T:\ports\PortableApps\Calibre Portable\Calibre Library\Vieniedikt Ierofieiev\Moskva - Pietushki (146)\cover.jpg","","humor","rus"
"5-94145-018-4","147","Мишель Уэльбек","2015-02-05T14:38:35+03:00","Иностранка, БСГ-пресс","Элементарные частицы","T:\ports\PortableApps\Calibre Portable\Calibre Library\Mishiel' Uel'biek\Eliemientarnyie chastitsy (147)\cover.jpg","Иллюминатор","prose_contemporary","rus"
"","148","Неизв.","2015-02-05T14:38:35+03:00","","50ottenkowserogo","","","",""
"","149","Захар Прилепин","2015-02-05T14:39:57+03:00","","Санькя","T:\ports\PortableApps\Calibre Portable\Calibre Library\Zakhar Priliepin\San'kia (149)\cover.jpg","","prose_contemporary","rus"
"","150","Борис Акунин","2015-02-08T15:28:01+03:00","","Левиафан","T:\ports\PortableApps\Calibre Portable\Calibre Library\Boris Akunin\Lieviafan (150)\cover.jpg","Приключения Эраста Фандорина","det_history","rus"
"978-5-699-24225-2","151","Гарри Гаррисон","2015-02-26T12:46:18+03:00","Эксмо","Неукротимая планета","T:\ports\PortableApps\Calibre Portable\Calibre Library\Garri Garrison\Nieukrotimaia planieta (151)\cover.jpg","Мир Смерти","sf_heroic","rus"
"978-5-699-24225-2","152","Гарри Гаррисон","2015-02-26T12:46:18+03:00","Эксмо","Специалист по этике (Моралист, Этический инженер)","","Мир Смерти","sf_heroic","rus"
"","153","Гарри Гаррисон","2015-02-26T12:46:18+03:00","","Конные варвары","T:\ports\PortableApps\Calibre Portable\Calibre Library\Garri Garrison\Konnyie varvary (153)\cover.jpg","Мир Смерти","sf_heroic","rus"
"978-5-9614-2021-0","154","Стивен Р. Кови","2015-03-01T00:24:42+03:00","Альпина Бизнес Букс","Семь навыков высокоэффективных людей: Мощные инструменты развития личности","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stivien R. Kovi\Siem' navykov vysokoeffiektivnykh l (154)\cover.jpg","","psy_personal, foreign_business, org_behavior","rus"
"","155","Роберт Ладлэм","2015-03-02T21:24:22+03:00","","Идентификация Борна","T:\ports\PortableApps\Calibre Portable\Calibre Library\Robiert Ladlem\Idientifikatsiia Borna (155)\cover.jpg","Джейсон Борн","det_espionage","rus"
"","156","Роберт Ладлэм","2015-03-02T21:24:22+03:00","","Превосходство Борна","T:\ports\PortableApps\Calibre Portable\Calibre Library\Robiert Ladlem\Prievoskhodstvo Borna (156)\cover.jpg","Джейсон Борн","det_espionage","rus"
"","157","Роберт Ладлэм","2015-03-02T21:24:23+03:00","Эксмо","Ультиматум Борна","T:\ports\PortableApps\Calibre Portable\Calibre Library\Robiert Ladlem\Ul'timatum Borna (157)\cover.jpg","Джейсон Борн","thriller","rus"
"","158","Никола Тесла","2015-03-03T18:56:57+03:00","","НИКОЛА ТЕСЛА. ЛЕКЦИИ. СТАТЬИ.","","","antique","rus"
"5-9560-0076-7","159","Виктор Пелевин","2015-03-07T00:24:56+03:00","Вагриус","Generation П","T:\ports\PortableApps\Calibre Portable\Calibre Library\Viktor Pielievin\Generation P (159)\cover.jpg","","prose_contemporary","rus"
"","162","Джон Стейнбек","2015-03-07T00:25:57+03:00","","Зима тревоги нашей","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhon Stieinbiek\Zima trievoghi nashiei (162)\cover.jpg","","prose_classic","rus"
"","163","Аркадий и Борис Стругацкие","2015-03-11T00:02:10+03:00","","Трудно быть богом","T:\ports\PortableApps\Calibre Portable\Calibre Library\Arkadii i Boris Strughatskiie\Trudno byt' boghom (163)\cover.jpg","","sf_social","rus"
"978-5-271-36940-7","164","Юнас Юнассон","2015-03-18T13:55:58+03:00","Астрель, Corpus","Сто лет и чемодан денег в придачу","T:\ports\PortableApps\Calibre Portable\Calibre Library\Iunas Iunasson\Sto liet i chiemodan dieniegh v pri (164)\cover.jpg","Corpus","humor_prose, adventure, detective","rus"
"","165","Мишель Фуко","2015-03-22T10:08:12+03:00","","Слова и вещи","","","sci_philosophy","rus"
"5-699-23121-8","166","Айзек Азимов","2015-04-10T08:44:39+03:00","","Сами боги","","","sf","rus"
"","167","Луи Фердинанд Селин","2015-04-16T08:55:58+03:00","","Путешествие на край ночи","","","prose_classic","rus"
"5-01-002094-7","168","Джордж Оруэлл","2015-04-16T08:55:58+03:00","Прогресс","1984","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhordzh Oruell\1984 (168)\cover.jpg","","sf_history, sf_social","rus"
"","169","Иван Владимирович Анисимов","2015-04-20T20:01:07+03:00","","Сказание Старого Морехода","","","sci_linguistic","rus"
"","170","Сэмюэль Тэйлор Кольридж","2015-04-20T20:04:36+03:00","","Поэмы и стихи","T:\ports\PortableApps\Calibre Portable\Calibre Library\Semiuel' Teilor Kol'ridzh\Poemy i stikhi (170)\cover.jpg","Библиотека поэта и поэзии","poetry","rus"
"","171","Павел Хлебников","2015-04-23T15:51:02+03:00","","Разговор с варваром","T:\ports\PortableApps\Calibre Portable\Calibre Library\Paviel Khliebnikov\Razghovor s varvarom (171)\cover.jpg","","nonfiction","rus"
"978-5-699-38371-9","172","Стиг Ларссон","2015-05-05T03:39:28+03:00","Эксмо","Девушка с татуировкой дракона","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stigh Larsson\Dievushka s tatuirovkoi drakona (172)\cover.jpg","Millenium","foreign_detective, thriller","rus"
"5-699-08376-6","173","Этель Лилиан Войнич","2015-05-05T03:39:29+03:00","","Овод","T:\ports\PortableApps\Calibre Portable\Calibre Library\Etiel' Lilian Voinich\Ovod (173)\cover.jpg","","sci_history","rus"
"978-5-17-016009-9","174","Джон Фаулз","2015-05-11T22:37:44+03:00","АСТ","Коллекционер","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhon Faulz\Kolliektsionier (174)\cover.jpg","","prose_contemporary","rus"
"5-17-007757-2","175","Джон Фаулз","2015-05-11T22:37:45+03:00","© Азбука-классика","Любовница французского лейтенанта","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhon Faulz\Liubovnitsa frantsuzskogho lieitien (175)\cover.jpg","","prose_contemporary","rus"
"978-5-17-068595-0","178","Игорь Алимов","2015-05-23T23:59:43+03:00","АСТ, Этногенез","Дракон. Книга 1. Наследники Желтого императора","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Alimov\Drakon. Knigha 1. Nasliedniki Zhiel (178)\cover.jpg","Этногенез","sf_fantasy","rus"
"978-5-904454-46-3","179","Игорь Алимов","2015-05-26T20:51:39+03:00","Этногенез, Популярная литература","Дракон. Книга 3. Иногда они возвращаются","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Alimov\Drakon. Knigha 3. Inoghda oni vozvr (179)\cover.jpg","Дракон","sf_horror","rus"
"978-5-904454-31-9","180","Игорь Алимов","2015-05-26T20:51:40+03:00","Этногенез, АСТ","Дракон 2. Назад в будущее","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Alimov\Drakon 2. Nazad v budushchieie (180)\cover.jpg","Этногенез","sf_action","rus"
"978-5-17-063728-7","181","Кирилл Бенедиктов","2015-05-30T20:51:06+03:00","АСТ","Блокада. Книга 1. Охота на монстра","T:\ports\PortableApps\Calibre Portable\Calibre Library\Kirill Bieniediktov\Blokada. Knigha 1. Okhota na monstr (181)\cover.jpg","Этногенез","sf, sf_history","rus"
"978-5-905171-02-4","182","Кирилл Бенедиктов","2015-05-30T20:51:06+03:00","Издательство: Популярная литература","Блокада. Книга 3. Война в зазеркалье","T:\ports\PortableApps\Calibre Portable\Calibre Library\Kirill Bieniediktov\Blokada. Knigha 3. Voina v zazierka (182)\cover.jpg","Проект Этногенез","sf, sf_history","rus"
"978-5-17-066436-8","183","Кирилл Бенедиктов","2015-05-30T20:51:07+03:00","АСТ, Этногенез","Блокада. Книга 2. Тень Зигфрида","T:\ports\PortableApps\Calibre Portable\Calibre Library\Kirill Bieniediktov\Blokada. Knigha 2. Tien' Zighfrida (183)\cover.jpg","Этногенез","sf_history, sf","rus"
"","187","Игорь Пронин","2015-06-16T10:37:34+03:00","","Пираты. Книга 3. Остров Моаи","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Pronin\Piraty. Knigha 3. Ostrov Moai (187)\cover.jpg","Этногенез","sf_fantasy","rus"
"978-5-906338-02-0","188","Игорь Пронин","2015-06-16T10:37:34+03:00","Этногенез","Пираты. Книга 4. Охота на дельфина","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Pronin\Piraty. Knigha 4. Okhota na diel'fi (188)\cover.jpg","Пираты","sf_heroic","rus"
"","189","Игорь Пронин","2015-06-16T10:37:35+03:00","","Пираты 2. Остров Паука","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Pronin\Piraty 2. Ostrov Pauka (189)\cover.jpg","Этногенез","sf","rus"
"","190","Игорь Пронин","2015-06-16T10:37:35+03:00","","Пираты 1. Остров демона","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ighor' Pronin\Piraty 1. Ostrov diemona (190)\cover.jpg","Этногенез","sf","rus"
"","191","Александр Чубарьян","2015-06-16T10:37:45+03:00","","Хакеры 2. Паутина","T:\ports\PortableApps\Calibre Portable\Calibre Library\Alieksandr Chubar'ian\Khakiery 2. Pautina (191)\cover.jpg","Этногенез","sf_cyberpunk","rus"
"978-5-904454-85-2","192","Юрий Бурносов","2015-06-16T10:37:46+03:00","АСТ, Этногенез","Хакеры. Книга 3. Эндшпиль","T:\ports\PortableApps\Calibre Portable\Calibre Library\Iurii Burnosov\Khakiery. Knigha 3. Endshpil' (192)\cover.jpg","Хакеры","sf_history","rus"
"","193","Александр Чубарьян","2015-06-16T10:37:46+03:00","АСТ","Хакеры: Basic","T:\ports\PortableApps\Calibre Portable\Calibre Library\Alieksandr Chubar'ian\Khakiery_ Basic (193)\cover.jpg","Этногенез","sf_cyberpunk","rus"
"978-5-17-067847-1","194","Сергей Волков","2015-06-16T10:37:53+03:00","АСТ, Этногенез","Чингисхан. Книга 2. Чужие земли","T:\ports\PortableApps\Calibre Portable\Calibre Library\Sierghiei Volkov\Chinghiskhan. Knigha 2. Chuzhiie zi (194)\cover.jpg","Этногенез","sf_epic","rus"
"","195","Сергей Волков","2015-06-16T10:37:54+03:00","","Чингисхан 3. Солдат неудачи","T:\ports\PortableApps\Calibre Portable\Calibre Library\Sierghiei Volkov\Chinghiskhan 3. Soldat nieudachi (195)\cover.jpg","Этногенез","sf","rus"
"978-5-904454-19-7","196","Сергей Юрьевич Волков","2015-06-16T10:37:54+03:00","Издательско-торговый дом «Этногенез»","Чингисхан. Книга 1. Повелитель страха","T:\ports\PortableApps\Calibre Portable\Calibre Library\Sierghiei Iur'ievich Volkov\Chinghiskhan. Knigha 1. Povielitiel (196)\cover.jpg","Этногенез","sf_heroic","rus"
"5-699-20062-2","198","Кирил Бонфильоли","2015-06-25T19:03:49+03:00","Эксмо","ГАМБИТ МАККАБРЕЯ","T:\ports\PortableApps\Calibre Portable\Calibre Library\Kiril Bonfil'oli\GAMBIT MAKKABRIeIa (198)\cover.jpg","Книга, о которой говорят","prose_contemporary","rus"
"5-699-15944-4","199","Кирил Бонфильоли","2015-06-25T19:03:50+03:00","Эксмо","Эндшпиль Маккабрея","T:\ports\PortableApps\Calibre Portable\Calibre Library\Kiril Bonfil'oli\Endshpil' Makkabrieia (199)\cover.jpg","","det_irony","rus"
"978-5-17-046469-2","200","Дэн Симмонс","2015-06-29T12:40:51+03:00","АСТ, АСТ Москва, Харвест","Эндимион","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Endimion (200)\cover.jpg","Гиперион","sf_space","rus"
"5-17-006646-5","201","Дэн Симмонс","2015-06-29T12:40:51+03:00","АСТ","Гиперион","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Gipierion (201)\cover.jpg","Гиперион","sf_space","rus"
"978-5-17-043495-4","202","Дэн Симмонс","2015-06-29T12:40:51+03:00","АСТ, АСТ Москва, Хранитель, Харвест","Восход Эндимиона","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Voskhod Endimiona (202)\cover.jpg","Гиперион","sf_space","rus"
"978-5-699-26247-2","203","Дэн Симмонс","2015-06-29T12:40:52+03:00","Эксмо, Домино","Темная игра смерти. Том 2","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Tiemnaia ighra smierti. Tom 2 (203)\cover.jpg","","thriller","rus"
"","204","Дэн Симмонс","2015-06-29T12:40:52+03:00","","Сироты Спирали","","Гиперион","sf_space","rus"
"978-5-699-26246-5","205","Дэн Симмонс","2015-06-29T12:40:52+03:00","Эксмо, Домино","Темная игра смерти. Том 1","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Tiemnaia ighra smierti. Tom 1 (205)\cover.jpg","","thriller","rus"
"","206","Дэн Симмонс","2015-06-29T12:40:52+03:00","","Песнь Кали","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Piesn' Kali (206)\cover.jpg","","sf_horror","rus"
"978-5-699-55665-6","207","Дэн Симмонс","2015-06-29T12:40:53+03:00","Эксмо, Домино","Молитвы разбитому камню","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Molitvy razbitomu kamniu (207)\cover.jpg","Проект ""Бестселлер""","sf_horror","rus"
"","208","Дэн Симмонс","2015-06-29T12:40:53+03:00","АСТ, АСТ Москва, Харвест","Падение Гипериона","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Padieniie Gipieriona (208)\cover.jpg","Гиперион","sf_space","rus"
"","209","Дэн Симмонс","2015-06-29T12:40:53+03:00","","Лето ночи","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Lieto nochi (209)\cover.jpg","","sf_horror","rus"
"5-17-025948-4","210","Дэн Симмонс","2015-06-29T12:40:54+03:00","АСТ, Люкс","Илион","T:\ports\PortableApps\Calibre Portable\Calibre Library\Den Simmons\Ilion (210)\cover.jpg","Троя","sf_epic, sf","rus"
"978-5-699-53962-8","211","Виктор Пелевин","2015-07-31T14:10:26+03:00","ООО «Издательство «Эксмо»","S.N.U.F.F.","T:\ports\PortableApps\Calibre Portable\Calibre Library\Viktor Pielievin\S.N.U.F.F_ (211)\cover.jpg","","prose_contemporary, sf_social","rus"
"5-94278-426-4","212","Стивен Хокинг","2015-08-11T15:35:35+03:00","Амфора","Краткая история времени...","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stivien Khokingh\Kratkaia istoriia vriemieni__ (212)\cover.jpg","","sci_phys","rus"
"5-17-021245-3","213","Иван Антонович Ефремов","2015-09-03T14:53:23+03:00","АСТ","Лезвие бритвы (илл.: Н.Гришин)","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ivan Antonovich Iefriemov\Liezviie britvy (ill._ N.Grishin) (213)\cover.jpg","","sf, prose_history, prose_su_classics","rus"
"5-17-004946-3","214","Иван Антонович Ефремов","2015-09-03T15:00:03+03:00","Молодая гвардия","Час Быка (рис.: Г. Бойко, И. Шалито)","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ivan Antonovich Iefriemov\Chas Byka (ris._ G. Boiko, I. Shali (214)\cover.jpg","Великое Кольцо","sf","rus"
"978-5-699-27804-6","215","Иван Антонович Ефремов","2015-09-03T15:00:04+03:00","Эксмо","Туманность Андромеды","T:\ports\PortableApps\Calibre Portable\Calibre Library\Ivan Antonovich Iefriemov\Tumannost' Andromiedy (215)\cover.jpg","Русская классика XX века","sf_social, sf_space","rus"
"978-5-17-018378-4","216","Стивен Кинг","2015-10-19T15:49:16+03:00","АСТ: АСТ МОСКВА","Пляска смерти","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stivien Kingh\Pliaska smierti (216)\cover.jpg","","cinema_theatre, foreign_publicism","rus"
"978-5-271-41316-2","217","Стивен Кинг","2015-10-19T16:10:19+03:00","Астрель","Мизери","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stivien Kingh\Mizieri (217)\cover.jpg","","foreign_fantasy, sf_horror","rus"
"5170352018","218","Бернард Вербер","2015-10-29T01:03:03+03:00","АСТ, АСТ Москва, Транзиткнига","Танатонавты","T:\ports\PortableApps\Calibre Portable\Calibre Library\Biernard Vierbier\Tanatonavty (218)\cover.jpg","","prose_contemporary","rus"
"5889300318","219","Джордж Макдональд","2015-12-08T12:49:38+03:00","Агапе","Донал Грант","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhordzh Makdonal'd\Donal Grant (219)\cover.jpg","Шотландская классика","religion","rus"
"","220","Александр Грин","2015-12-08T12:49:38+03:00","","Блистающий мир","T:\ports\PortableApps\Calibre Portable\Calibre Library\Alieksandr Grin\Blistaiushchii mir (220)\cover.jpg","","prose_classic","rus"
"5-88930-025-3","221","Джордж Макдональд","2015-12-08T12:49:38+03:00","Агапе","Сэр Гибби","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhordzh Makdonal'd\Ser Gibbi (221)\cover.jpg","Шотландская классика","religion","rus"
"","222","Станислав Лем","2015-12-08T12:49:39+03:00","","Возвращение со звезд","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stanislav Liem\Vozvrashchieniie so zviezd (222)\cover.jpg","","sf_space","rus"
"","223","Станислав Лем","2015-12-08T12:49:39+03:00","","Непобедимый (иллюстрации А.Андреева - 480x360)","T:\ports\PortableApps\Calibre Portable\Calibre Library\Stanislav Liem\Niepobiedimyi (illiustratsii A.Andr (223)\cover.jpg","","sf","rus"
"","224","Платон","2016-01-14T15:20:55+03:00","","Государство","","","antique_ant","rus"
"","225","Ойген Херригель","2016-02-05T14:31:07+03:00","","Дзен в искусстве стрельбы из лука","","","religion_self","rus"
"","226","Неизв.","2016-03-28T15:42:09+03:00","","Галактика Гуттенберга","","","nonf_publicism","rus"
"5-7664-0462-X","227","Карл Густав Юнг","2016-04-11T12:45:07+03:00","Renaissance IV Ewо-S&D","Архетип и символ","","","sci_psychology, sci_culture, sci_religion, sci_philosophy","rus"
"","228","Карл Густав Юнг","2016-04-11T12:45:14+03:00","","Психологические типы","T:\ports\PortableApps\Calibre Portable\Calibre Library\Karl Gustav Iungh\Psikhologhichieskiie tipy (228)\cover.jpg","","sci_psychology","rus"
"978-5-699-17990-9","229","Эдмон Ростан","2016-04-11T19:50:21+03:00","Эксмо","Сирано де Бержерак","T:\ports\PortableApps\Calibre Portable\Calibre Library\Edmon Rostan\Sirano die Bierzhierak (229)\cover.jpg","Библиотека Всемирной Литературы","dramaturgy, poetry","rus"
"","230","Надежда Давыдовна Вольпин","2016-04-13T19:54:04+03:00","Журнал «Юность» 1986'10»","Свидание с другом","T:\ports\PortableApps\Calibre Portable\Calibre Library\Nadiezhda Davydovna Vol'pin\Svidaniie s drughom (230)\cover.jpg","","sf_history, nonf_biography","rus"
"978-5-699-47784-5","231","Диана Балыко","2016-04-16T22:48:22+03:00","Эксмо","НЛП для идеального секса. 15 техник НЛП для обольстителей и обольстительниц","T:\ports\PortableApps\Calibre Portable\Calibre Library\Diana Balyko\NLP dlia idieal'nogho sieksa. 15 ti (231)\cover.jpg","НЛП-допинг","sci_psychology","rus"
"5-699-20331-1","232","Лев Николаевич Гумилёв","2016-04-27T01:43:08+03:00","Эксмо","Этногенез и биосфера Земли","T:\ports\PortableApps\Calibre Portable\Calibre Library\Liev Nikolaievich Gumiliov\Etnoghieniez i biosfiera Ziemli (232)\cover.jpg","Антология мысли","sci_history","rus"
"978-5-904454-38-8","233","Дмитрий Колодан","2016-05-03T13:19:47+03:00","АСТ, Этногенез","Пангея. Книга 1. Земля Гигантов","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dmitrii Kolodan\Panghieia. Knigha 1. Ziemlia Gighan (233)\cover.jpg","Этногенез","sf_fantasy","rus"
"978-5-17-076255-2","234","Дмитрий Колодан","2016-05-03T13:19:48+03:00","АСТ, Этногенез","Пангея. Книга 2. Подземелье карликов","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dmitrii Kolodan\Panghieia. Knigha 2. Podziemiel'ie (234)\cover.jpg","Этногенез","sf_epic","rus"
"978-5-904454-09-8","235","Сергей Волков","2016-05-03T13:20:01+03:00","Издательства: Этногенез, АСТ","Маруся 2. Таежный квест","T:\ports\PortableApps\Calibre Portable\Calibre Library\Sierghiei Volkov\Marusia 2. Taiezhnyi kviest (235)\cover.jpg","Этногенез","sf_action","rus"
"978-5-904454-32-6","236","Полина Волошина","2016-05-03T13:20:02+03:00","АСТ, Этногенез","Маруся 3. Конец и вновь начало","T:\ports\PortableApps\Calibre Portable\Calibre Library\Polina Voloshina\Marusia 3. Koniets i vnov' nachalo (236)\cover.jpg","Этногенез","sf","rus"
"978-5-906338-01-3","237","Полина Волошина","2016-05-03T13:20:02+03:00","Этногенез, Аргументы и факты","Маруся Гумилева","T:\ports\PortableApps\Calibre Portable\Calibre Library\Polina Voloshina\Marusia Gumilieva (237)\cover.jpg","Этногенез","sf_history","rus"
"978-5-903396-23-8","238","Полина Волошина & Евгений Кульков","2016-05-03T13:20:02+03:00","Издательство «Популярная литература»","Маруся. Талисман Бессмертия","T:\ports\PortableApps\Calibre Portable\Calibre Library\Polina Voloshina\Marusia. Talisman Biessmiertiia (238)\cover.jpg","Этногенез","sf_heroic, child_sf","rus"
"978-5-904454-27-2","239","Юрий Бурносов","2016-05-03T13:20:34+03:00","Издательско-торговый дом «Этногенез»","Армагеддон. Книга Вторая. Зона 51","T:\ports\PortableApps\Calibre Portable\Calibre Library\Iurii Burnosov\Armaghieddon. Knigha Vtoraia. Zona (239)\cover.jpg","Этногенез","sf_heroic","rus"
"978-5-904454-39-5","240","Юрий Бурносов","2016-05-03T13:20:35+03:00","Издательско-торговый дом «Этногенез»","Армагеддон 3. Подземелья Смерти","T:\ports\PortableApps\Calibre Portable\Calibre Library\Iurii Burnosov\Armaghieddon 3. Podziemiel'ia Smier (240)\cover.jpg","Этногенез","sf","rus"
"978-5-904454-24-1","241","Юрий Бурносов","2016-05-03T13:20:35+03:00","АСТ, Этногенез","Армагеддон. Книга 1. Крушение Америки","T:\ports\PortableApps\Calibre Portable\Calibre Library\Iurii Burnosov\Armaghieddon. Knigha 1. Krushieniie (241)\cover.jpg","Этногенез","sf_history","rus"
"978-5-98379-149-7","242","Джейн Джекобс","2016-05-04T20:42:33+03:00","Новое издательство","Смерть и жизнь больших американских городов","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhiein Dzhiekobs\Smiert' i zhizn' bol'shikh amierika (242)\cover.jpg","Библиотека свободы","sci_history, sci_politics, sci_economy","rus"
"5-8159-0059-1","244","Борис Акунин","2016-05-12T11:35:01+03:00","Захаров","Коронация, или Последний из романов","T:\ports\PortableApps\Calibre Portable\Calibre Library\Boris Akunin\Koronatsiia, ili Posliednii iz roma (244)\cover.jpg","Приключения Эраста Фандорина","det_history","rus"
"","245","Джерри Тонер","2016-05-30T15:00:49+03:00","","Как управлять рабами","T:\ports\PortableApps\Calibre Portable\Calibre Library\Dzhierri Tonier\Kak upravliat' rabami (245)\cover.jpg","","antique","rus"
